entstanden;Verfasser;GNDVerfasser;Einheitstitel;Alternativtitel;Druckdatum;Druckort;Drucker1;GNDDrucker1;Drucker2;GNDDrucker2;Drucker3;GNDDrucker3;Drucker4;GNDDrucker4;Umfang;Format;Sprache;Anmerkung;USTCSubject;GW;ISTC;BSB_Ink;VE15;VD16;USTC;Literatur;RIDf;Landf;Stadtf;Insitutionf;Signaturf;erstelltf;geändertf;IDa;Landa;Stadta;Insitutiona;Signatura;erstellta;geänderta;IDb;Landb;Stadtb;Insitutionb;Signaturb;erstelltb;geändertb;Idc;Landc;Stadtc;Insitutionc;Signaturc;erstelltc;geändertc;IDd;Landd;Stadtd;Insitutiond;Signaturd;erstelltd;geändertd;IDe;Lande;Stadte;Insitutione;Signature;erstellte;geänderte
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Speculum peccatorum de contemptu mundi;N/A;[1] 1482-00-00--1488-00-00, um (ISTC) [2] 1493-00-00--1494-00-00, um (GW);Rom;Bartholomaeus Guldinbeck (ISTC);14382824X;Johann Besicken (GW);1340196d2;N/A;N/A;N/A;N/A;ff. 6;4°;Latein;Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;3891;ib003d4000;N/A;N/A;N/A;9969d3;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;urn:nbn:de:bsz:24-digibib-bsz347d936317;Deutschland;Stuttgart;Württembergische Landesbibliothek;Inc.qt.2836b;2011-07-21;2021-12-09;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Speculum peccatorum de contemptu mundi;N/A;[1] 1491-00-00--1d00-00-00 (ISTC) [2] 149d-00-00, um (GW);Rom;Stephan Plannck;101669968;N/A;N/A;N/A;N/A;N/A;N/A;ff. 8;4°;Latein;Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;3892;ib003d4200;B-30d;N/A;N/A;9969d2;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;urn:nbn:de:bvb:12-bsb00064480-6;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Inc.s.a. 327#Beibd.1;2011-11-02;2021-09-24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Tractatus diversi;N/A;[1] 1490-00-00--1491-00-00 [2] 1487-02-14--1490-0d-21 [3] 1488-00-00 oder 1491-00-00, um [vielmehr: 1487-00-00, nicht vor und 1490-00-00, nicht nach] (GW);Antwerpen;Mathias van der Goes;13882d602;N/A;N/A;N/A;N/A;N/A;N/A;ff. [d6];4°;Latein;Signaturen a-d6 e4 f-i6 k4. Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;3893;ib003d4d00;N/A;N/A;N/A;43d890;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;De vita christiana;N/A;147d-00-00;Utrecht;Wilhelmus Hees;1037d70d29;N/A;N/A;N/A;N/A;N/A;N/A;ff. [d4];4°;Latein;Signaturen [a-f8 g6]. Bernhardin von Siena ist vermutlich nicht der Verfasser, sondern Bernhard von Clairvaux;Religious;3894;ib003d4600;N/A;N/A;N/A;43d2d9;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus. Short Title Catalogue Netherlands, Reference: 1023877d3;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Speculum peccatorum de contemptu mundi;Warnung vor der falschen Liebe dieser Welt [German];1489-00-00, um;Nürnberg;Peter Wagner;1883d1264;N/A;N/A;N/A;N/A;N/A;N/A;ff. [d6];4°;Deutsch;Signaturen a-d6 e4 f-i6 k4. Illustrationen (Holzschnitte). Übersetzung ins Deutsche. Judendfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;M42933;iw00008000;B-306;N/A;N/A;742214;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus. Andrew Pettegree and Malcolm Walsby, Netherlandish Books (NB): Books published in the Low Countries and in the Dutch language abroad before 1601, Reference: 3d24;urn:nbn:de:bvb:12-bsb0002d4d7-4;Deutschland;München;Bayerische Staatsbibliothek (BSB);Clm 467#Beibd. 4;2008-07-08;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Quadragesimale de christiana Religiouse [Auszug: Sermo 42];[1] La petite dyablerie dont Lucifer est le chef (USTC). [2] [Taken from Sermon 42, De alearum ludo, of the Quadragesimale de christiana religione of St. Bernardine with abridgments and alterations by T. Varnet and N. Beda.];1d12-00-00;Paris;Jean Trepperel (Witwe);11d0711809;Jean Jehannot;10376d7144;N/A;N/A;N/A;N/A;ff. [d2];8°;Französisch;Signaturen A-F8 G4. Übersetzung ins Französiche. Judendfeindlicher Druck?. British Library, Shelfmark: C d3 h 9 (1);Religious;N/A;N/A;N/A;N/A;N/A;19739;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus. Francis Higman, Piety and the people: Religious printing in French, 1d111dd1,Reference: no. B 9. Index Aureliensis Catalogus Librorum Sedecimo Saeculo Impressorum, Reference: no. 117426. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 3849;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Quadragesimale de christiana Religiouse [Auszug: Sermo 42];[1] La petite diablerie (USTC);1d28-00-00;Paris;Alain Lotrian;1037d98210;N/A;N/A;N/A;N/A;N/A;N/A;ff. [d2];8°;Französisch;Signaturen A-F8 G4. Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;N/A;N/A;N/A;N/A;N/A;19740;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus. Francis Higman, Piety and the people: Religious printing in French, 1d111dd1, Reference: no. B 10. Brigitte Moreau, Inventaire Chronologique des Éditions Parisiennes du XVIe siècle, Reference: vol. 3 no. 1372. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 38d1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Quadragesimale de christiana Religiouse [Auszug: Sermo 42];[1] La petite diablerie (USTC);1d20-00-00;Paris;veuve Jean Trepperel (Witwe);11d0711809;N/A;N/A;N/A;N/A;N/A;N/A;ff. [d2];8°;Französisch;Signaturen A-F8 G4. Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Games and Recreations;N/A;N/A;N/A;N/A;N/A;79227;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus. H. Davies, Catalogue of a collection of early French books in the library of C. Fairfax Murray, Reference: no. 64d. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 38d0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Quadragesimale de christiana Religiouse [Auszug: Sermo 42];The churche of yvell men and women wherof Lucyfere is heed. And the membres is all the players dissolute, and synners reproved;1d2d-00-00;London;Richard Pynson;11879373X;N/A;N/A;N/A;N/A;N/A;N/A;pp. [148];4°;Englisch;Signaturen A-H8 I10. Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;N/A;N/A;N/A;N/A;N/A;d01831;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus. English Short Title Catalogue, Reference: S11132d;https://search.proquest.com/docview/22409063d4;N/A;N/A;N/A;STC (2nd ed.) / 1967;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14d6-10-23, vor (Todesdatum);[1] Johannes von Capestrano [2] Johannes de Capestrano [3] Johannes de Capistrano (GW);118712632;De cupiditate;N/A;1482-00-00, um;Köln;Johann Koelhoff d. Ä.;102d07dd4;N/A;N/A;N/A;N/A;N/A;N/A;ff. [84];2°;Latein;Signaturen ah8 ik6 l8: Judenfeindlich? GW: Vgl. Hofer, Johannes: Johannes Kapistran. Ein Leben im Kampf um die Reform der Kirche. 2 Bde. Heidelberg 1964196d.;Philosophy and Morality;M131d8;ij00267000;N/A;N/A;N/A;7462d4;Schreckenberg III (1994) d13-d14. VL IV d61d67. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
14d6-10-23, vor (Todesdatum);[1] Johannes von Capestrano [2] Johannes de Capestrano [3] Johannes de Capistrano (GW);118712632;Vita Johannis capistrani. Sermones eiusdem.;Vita Johannis Capistrani. Sermones eiusdem (Edente Bernhardino confessore generalis monasterii Mariemay);1d19-00-00;Augsburg;Johann Miller;119762404;N/A;N/A;N/A;N/A;N/A;N/A;ff. [21];4°;Latein;Judenfeindlich?;N/A;N/A;N/A;N/A;N/A;J 377;701482;Schreckenberg III (1994) d13-d14. VL IV d61d67. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;http://data.onb.ac.at/rep/10764BCF;Österreich;Wien;Nationalbibliothek (NB);20.Dd.1233 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1d21-06-2d;Karl V.;118d60093;Wir Karl der fünfft thun kund, das hinfür inewig zeit kein Jud noch Jüdin weder auff ligende gu[e]ter zinß noch gült umb noch on wucher heimlich oder offentlich nichts leihen [2d.06.1d21];N/A;1d21-06-2d, nach;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ff. [1];Einblattdruck;Deutsch;Signaturen []1;Ordinances and Edicts;N/A;N/A;N/A;N/A;N/A;2d07009;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Jacobus Perez de Valentia;119348918;Contra Judaeos;N/A;1d18-00-00;Lyon;Jacques Myt;1037d4d036;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4°;Latein;Exemplar: Avignon, France, Bibliothèque municipale Livrée Ceccano;Religious;N/A;N/A;N/A;N/A;N/A;1dd362;Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 8226d;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;N/A;N/A;Sal foederis contra Judaeos;N/A;1d07-00-00;Pavia;Giacomo Pocatela;1037dd7301;N/A;N/A;N/A;N/A;N/A;N/A;ff. [8] d6;4°;N/A;Exemplar: Versailles, France. Bibliothèque municipale. Shelfmark: Inc. M 104;N/A;N/A;N/A;N/A;N/A;N/A;812916;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1339-00-00;Rabi Samuel (i.e. Alfonsus Bonihominis, GND 119061481);102849d87;[1] Epistola ad R. Isaac de adventu Messiae quem Judaei temere expectant [2] Epistola contra Judaeorum errores. Tr: Alphonsus Boni Hominis [3] Quod Judaei messiam, qui venit seu venturum, temere exspectent;Tractatus contra Judaeos;1d06-00-00;Paris;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ff. [28];N/A;Latein;Signaturen AA6 BB4 CC-EE6. Exemplar: Liège, Belgium. Bibliothèque du grand séminaire;Religious;N/A;N/A;N/A;N/A;N/A;186624;Schreckenberg III (1994) 391-393. Herbert M. Adams, Catalogue of books printed on the continent of Europe, 1d011600 in Cambridge libraries, Reference: B 1392. Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 8d6d4;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Jacobus Perez de Valentia;119348918;Contra Judaeos;N/A;1d14-00-00;Lyon;Etienne Gueynard;129023329;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4°;Latein;Exemplar: Avignon, France, Bibliothèque municipale Livrée Ceccano;Religious;N/A;N/A;N/A;N/A;N/A;1dd209;Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 822d9;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Jacobus Perez de Valentia;119348918;Contra Judaeos;N/A;1d2d-00-00;Lyon;Jean Moylin;1037d7281d;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4°;Latein;Exemplar: Avignon, France, Bibliothèque municipale Livrée Ceccano;Religious;N/A;N/A;N/A;N/A;N/A;1dd628;Andrew Pettegree, Malcolm Walsby and Alexander Wilkinson, FB: French Vernacular Books, Books published in the French language before 1601, Reference: 82279;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Antonio Borromeo;1000d06d4;Opusculum lepidissimum ac pene divinum domini Antonii Bonromei comitis, et equitis artiumque ac iuris utriusque eximii, de Christiana religione contra Hebraeos;N/A;1d10-00-00--1d19-00-00;Venedig;Gregorius de Gregoriis;1207d0678;N/A;N/A;N/A;N/A;N/A;N/A;ff. [24];4°;Latein;Signaturen A-F4;Religious;N/A;N/A;N/A;N/A;N/A;816446;Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 7180. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE007180;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Antonio Borromeo;1000d06d4;De christiana religione contra Hebraeos;N/A;1d10-00-00, um;Venedig;Gregorius de Gregoriis;1207d0678;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4°;Latein;N/A;Religious;IV Sp.d73a;ib01038000;N/A;N/A;N/A;996d92;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Johannes de Lübeck;12700d34X;Prognosticon super Antichristi adventu Judaeorumque Messiae;N/A;1474-04-00, nicht vor;Padua;Bartholomaeus de Valdezoccho;10376d692X;N/A;N/A;N/A;N/A;N/A;N/A;ff. 12;4°;Latein;Signaturen [a-b6];Calendars and Prognostications;M14294;ij00376000;N/A;N/A;N/A;993994;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Johannes Treviensis;100949436);Oratio de veri Messiae adventu;N/A;1472-00-00--1473-00-00;Rom;Johannes Philippus de Lignamine;11d360026;N/A;N/A;N/A;N/A;N/A;N/A;ff. 10;2°;Latein;Signatur [a10];Religious;M14813;ij00441000 .;I-d98;N/A;N/A;9939dd;N/A;urn:nbn:de:bvb:12-bsb00064217-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 Inc.c.a. 1d4 m;2011-11-02;2021-09-24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Paolo Ricci;124d23099?;De sexcentum et tredecim mosaice sanctionis edictis. Philosophica, prophetica ac talmudistica (pro christiana veritate tuenda) cum iuniori Hebraeorum synagoga disputatio. In cabalistarum seu allegorizantium eruditionem ysagoge. De novemdoctrinarum ordinibus et totius perypatetici dogmatis nexu compendium: conclusiones atque oratio;N/A;1d10-00-00;Pavia;per Giacomo Pocatela;1037dd7301;N/A;N/A;N/A;N/A;N/A;N/A;4 pt.;4°;Latein;N/A;Religious;N/A;N/A;N/A;N/A;N/A;8d2440;Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 498d9;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;N/A;N/A;Disputatio unius mercatoris Ianuensis facta Maiorice contra quosdam sapientissimos Iudeos de Messia;N/A;1d24-00-00;Venedig;sumptibus Comino da Lovere;1037601408 [?];N/A;N/A;N/A;N/A;N/A;N/A;ff. [30];8°;Latein;N/A;N/A;N/A;N/A;N/A;N/A;N/A;800d41;Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 41160. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE041160;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;N/A;N/A;Tractatulus valde utilis ad convincendum Iudeos de errore suo: quem habent de messia ad huc venturo: et observantia legis Mosayce. Epistola Pilati Tiberio imperatori de Christo;N/A;1d10-00-00;Venedig;Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 41160. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE041160. Cardelle de Hartmann, Carmen: Lateinische Dialoge, R 33;1037601408;N/A;N/A;N/A;N/A;N/A;N/A;ff. 32;8°;Latein;Exemplar: British Library, Shelfmark: 4033.de.22.. Trento, Italy, Biblioteca comunale, Shelfmark: SALA TRENTINA 2° P.t-G 1 f60;Religious;N/A;N/A;N/A;N/A;N/A;800193;Censimento nazionale delle edizioni italiane del XVI secolo, Reference: d8444;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
